NOME,TIPO,ENDERECO,LOCAL,PONTUACAO,NUM_COMENTARIO,TEMPO_MIN_M,TEMPO_MAX_M,TEMPO_MIN,TEMPO_MAX,BAIRRO
Restaurante,Restaurante,"Avenida Imperador, 880 - Centro, Fortaleza - CE, 60015-050",Restaurante,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Hanna's Restaurante | Self Service | Centro,Restaurante,"R. Major Facundo, 736 - Centro, Fortaleza - CE, 60025-100",Restaurante,4.4,1332,45.0,45.0,0 days 00:45:00,0 days 00:45:00,Centro
Picanha do Lessa,Restaurante,"R. Meton de Alencar, 199 - Centro, Fortaleza - CE, 60035-160",Restaurante,4.2,471,30.0,60.0,0 days 00:30:00,0 days 01:00:00,Centro
Pier 95 Bar e Restaurante.,Restaurante,"R. dos Pacajús, 95 - Praia de Iracema, Fortaleza - CE, 60060-520",Restaurante,5.0,2,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Praia De Iracema
Espaço Máxima Buffet \Restaurante,Restaurante,"R. Carolina Sucupira, 939 - Aldeota, Fortaleza - CE, 60140-120",Restaurante,4.2,163,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Aldeota
Restaurante e lanchonete barraca da amada,Restaurante,"Shooping Floriano - R. Floriano Peixoto, 176 - Centro, Fortaleza - CE, 60025-130",Restaurante,5.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Churrascaria Gheller,Restaurante,"Av. Monsenhor Tabosa, 825 - Praia de Iracema, Fortaleza - CE, 60165-011",Restaurante,4.2,6678,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Praia De Iracema
"Orla Praia Club: Restaurante, Barraca de Praia, Drinks, Happy Hour, Fortaleza CE",Restaurante,"Av. Clóvis Arrais Maia, 3005 - Praia do Futuro, Fortaleza - CE, 60183-694",Restaurante,4.1,114,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Praia Do Futuro
Estaleiro do Gaúcho,Restaurante,"Av. Beira Mar, 4436 - Loja 7 e 8 - Mucuripe, Fortaleza - CE, 60165-121",Restaurante,4.1,579,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Mucuripe
Dom Tiziano,Restaurante,"R. Floriano Peixoto, 799 - Centro, Fortaleza - CE, 60025-131",Restaurante Self-Service,4.4,155,30.0,30.0,0 days 00:30:00,0 days 00:30:00,Centro
Comida Porreta,Restaurante,"Av. Almirante Barroso, 668 - Praia de Iracema, Fortaleza - CE, 60060-440",Restaurante Self-Service,4.2,40,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Praia De Iracema
AQuitanda,Restaurante,"R. Waldery Uchôa, 230 - Benfica, Fortaleza - CE, 60020-110",Restaurante,4.6,523,180.0,180.0,0 days 03:00:00,0 days 03:00:00,Benfica
Donastela Massas e Recheios,Restaurante,"R. Major Facundo, 897 - Centro, Fortaleza - CE, 60025-100",Restaurante Italiano,3.7,3,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Mabel Restaurante,Restaurante,"BR-116, 5271 - Alto da Balança, Fortaleza - CE, 60823-105",Restaurante,4.7,20,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Alto Da Balança
"Seu Conrado Monte Castelo: Restaurante, Cozinha Brasileira, Boteco em Fortaleza CE",Restaurante,"R. Conrado Cabral, 711 - Monte Castelo, Fortaleza - CE, 60325-440",Restaurante,4.7,1367,150.0,150.0,0 days 02:30:00,0 days 02:30:00,Monte Castelo
Del Plata Pastas,Restaurante,"Rua Santa Maria, 2 - José Bonifacio, Fortaleza - CE, 60025-110",Restaurante,4.9,128,90.0,90.0,0 days 01:30:00,0 days 01:30:00,José Bonifacio
Tropical Restaurante,Restaurante,"R. da Assunção, 16 - Centro, Fortaleza - CE, 60050-010",Restaurante,4.4,91,45.0,45.0,0 days 00:45:00,0 days 00:45:00,Centro
Bom Prato,Restaurante,"Rua General Bezerril, 503 - Centro, Fortaleza - CE, 60055-100",Restaurante,4.3,412,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Carneiro do Ordones,Restaurante,"R. Azevedo Bolão, 571 - Parquelândia, Fortaleza - CE, 60450-675",Restaurante,4.6,26480,150.0,150.0,0 days 02:30:00,0 days 02:30:00,Parquelândia
Arcos Comidas e Bebidas,Restaurante,"R. Padre Mororó, 2342 - Farias Brito, Fortaleza - CE, 60015-221",Restaurante,4.4,708,30.0,90.0,0 days 00:30:00,0 days 01:30:00,Farias Brito
Cantina Primu's Self-Service,Restaurante,"R. Barão do Rio Branco, 1469 - Centro, Fortaleza - CE, 60025-060",Restaurante,4.4,219,30.0,30.0,0 days 00:30:00,0 days 00:30:00,Centro
Garfo Self-service,Restaurante,"R. Major Facundo, 259 - Centro, Fortaleza - CE, 60025-100",Restaurante,4.6,518,45.0,45.0,0 days 00:45:00,0 days 00:45:00,Centro
Ceará Food,Restaurante,"R. Gonçalves Lêdo, 1541 - Loja 2 - Centro, Fortaleza - CE, 60110-261",Restaurante De Comida Caseira,5.0,4,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Mandir.amor Restaurante Vegano,Restaurante,"Rua Padre Francisco Pinto, 257 - Benfica, Fortaleza - CE, 60020-290",Restaurante,4.8,1904,25.0,60.0,0 days 00:25:00,0 days 01:00:00,Benfica
Hokkaido,Restaurante,"Rua Torres Câmara, 425 - Meireles, Fortaleza - CE, 60150-060",Restaurante,4.3,1390,45.0,90.0,0 days 00:45:00,0 days 01:30:00,Meireles
Barraca marisol,Restaurante,"Av. Rui Barbosa, 50 - Meireles, Fortaleza - CE, 60165-050",Restaurante,4.3,99,120.0,120.0,0 days 02:00:00,0 days 02:00:00,Meireles
Rio Restaurante De Praia,Restaurante,"R. Dr. Bernardo Feitosa, 510 - Edson Queiroz, Fortaleza - CE, 60835-775",Restaurante,4.3,67,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Edson Queiroz
Johnny Rockets,Restaurante,"Av. Washington Soares, 85 - Edson Queiroz, Fortaleza - CE, 60811-341",Restaurante,4.5,2514,25.0,90.0,0 days 00:25:00,0 days 01:30:00,Edson Queiroz
Mar de Rosas,Restaurante,"R. dos Tabajaras, 542 - Praia de Iracema, Fortaleza - CE, 60060-510",Restaurante,4.7,774,150.0,150.0,0 days 02:30:00,0 days 02:30:00,Praia De Iracema
Domino's Pizza,Restaurante,"Av. Coronel Miguel Dias, 1149 - Guararapes, Fortaleza - CE, 60810-160",Restaurante,4.0,129,25.0,25.0,0 days 00:25:00,0 days 00:25:00,Guararapes
Empório Divino Restaurante,Restaurante,"R. Alberto Magno, 100 - Montese, Fortaleza - CE, 60416-135",Restaurante,4.5,634,25.0,90.0,0 days 00:25:00,0 days 01:30:00,Montese
Restaurante Sal & Açúcar,Restaurante,"R. Olavo Bilac, 125 - Álvaro Weyne, Fortaleza - CE, 60320-000",Restaurante,4.3,77,20.0,60.0,0 days 00:20:00,0 days 01:00:00,Álvaro Weyne
Restaurante Kitanda,Restaurante,"Av. Tristão Gonçalves, 823 - Centro, Fortaleza - CE, 60015-000",Restaurante,4.4,80,30.0,30.0,0 days 00:30:00,0 days 00:30:00,Centro
Arupemba Restaurante,Restaurante,"R. dos Tabajaras, 325 - Praia de Iracema, Fortaleza - CE, 60060-510",Restaurante,4.9,7,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Praia De Iracema
Boali,Restaurante,"Av. Washington Soares, 85 - Loja 728 - Edson Queiroz, Fortaleza - CE, 60811-341",Restaurante,4.2,29,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Edson Queiroz
"Carneiro do Ordones Jovita: Churrasco, Pratos Executivos, Cerveja, Restaurante, Delivery Fortaleza CE",Restaurante,"Av. Jovita Feitosa, 289 - Parquelândia, Fortaleza - CE, 60455-410",Restaurante,4.5,254,150.0,150.0,0 days 02:30:00,0 days 02:30:00,Parquelândia
Kina Restaurante,Restaurante,"Av. Washington Soares, 85 - Edson Queiroz, Fortaleza - CE, 60810-350",Restaurante,4.1,25,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Edson Queiroz
Delicias grill,Restaurante,"Rua Coronel Linhares, 887 - Meireles, Fortaleza - CE, 60170-240",Restaurante,4.5,11,30.0,30.0,0 days 00:30:00,0 days 00:30:00,Meireles
Irmão Restaurante,Restaurante,"Av. Almirante Barroso, 911 - Praia de Iracema, Fortaleza - CE, 60060-440",Restaurante,4.3,25,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Praia De Iracema
Delícias Grill - José Bonifacio,Restaurante,"R. Eusébio de Souza, 1410 - José Bonifacio, Fortaleza - CE, 60050-110",Restaurante,4.5,497,30.0,30.0,0 days 00:30:00,0 days 00:30:00,José Bonifacio
Delicie Do Casal 20,Restaurante,"Av. Beira Mar - Meireles, Fortaleza - CE, 60165-120",Restaurante De Comida Caseira,5.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles
China Gourmet,Restaurante,"R. Rodrigues Júnior, 1063 - Centro, Fortaleza - CE, 60110-001",Restaurante,4.2,568,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Fortaleza,Restaurante,"Shopping Iguatemi - Edson Queiroz, Fortaleza - CE, 60810-350",Restaurante,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Edson Queiroz
Restaurante,Restaurante,"R. Antônio Pompeu, 1710 - Centro, Fortaleza - CE, 60040-000",Restaurante,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Centro Cultural Annapurna,Restaurante,"R. Paracuru, 34 - Centro, Fortaleza - CE, 60055-161",Restaurante,4.7,266,30.0,90.0,0 days 00:30:00,0 days 01:30:00,Centro
Panelada Vip Restaurante,Restaurante,"R. Gen. Clarindo de Queiroz, 1745 - Centro, Fortaleza - CE, 60035-131",Mercado De Produtos Agrícolas,4.5,24,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Abaeté Boteco,Restaurante,"R. Barão de Aracati, 2899 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60115-082",Restaurante,4.6,746,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Joaquim Távora (Fortaleza)
Bar & Restaurante,Restaurante,"Rua Capitão Gustavo - SÃO JOÃO, Fortaleza - CE, 60120-340",Bar,3.4,23,0.0,0.0,0 days 00:00:00,0 days 00:00:00,São João
Fortaleza,Restaurante,"Vila Bachá, 15 - Meireles, Fortaleza - CE, 60160-050",Restaurante,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles
Maria Clara Self Service,Restaurante,"Rua General Bezerril, 503 - Centro, Fortaleza - CE, 60055-100",Restaurante,4.6,70,45.0,45.0,0 days 00:45:00,0 days 00:45:00,Centro
Cora,Restaurante,"Rua Padre Luís Figueira, 252 - Aldeota, Fortaleza - CE, 60150-120",Restaurante,4.7,709,30.0,90.0,0 days 00:30:00,0 days 01:30:00,Aldeota
Choppicanha | Restaurante,Restaurante,"Av. Jovita Feitosa, 191 - Parquelândia, Fortaleza - CE, 60455-410",Restaurante,4.4,2502,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Parquelândia
Papudim Bar e Restaurante,Restaurante,"Praça Pelotas, 38 - Centro, Fortaleza - CE, 60110-210",Bar,4.5,157,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Restaurante Reginaldo grill,Restaurante,"R. Raimundo Arruda, 516 - Parque Araxá, Fortaleza - CE, 60450-500",Restaurante,4.4,1192,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Parque Araxá
Erma Restaurantes e Lanchonetes,Restaurante,"Av. Visconde do Rio Branco, 3066 - Loja 13 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60055-364",Restaurante Self-Service,3.5,2,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Joaquim Távora (Fortaleza)
"Coco Bambu Coffee Break: Cafés, Padaria, Restaurante, Drive Thru, Fortaleza CE",Restaurante,"R. Barão de Aracati, 1060 - Aldeota, Fortaleza - CE, 60115-081",Restaurante,4.6,609,25.0,90.0,0 days 00:25:00,0 days 01:30:00,Aldeota
Porquilo Self-Service,Restaurante,"R. Barão do Rio Branco, 1221 - Centro, Fortaleza - CE, 60025-061",Restaurante,4.6,1101,45.0,45.0,0 days 00:45:00,0 days 00:45:00,Centro
Flores RestôBar,Restaurante,"R. Xavier de Castro, 68 - Praia de Iracema, Fortaleza - CE, 60060-660",Restaurante,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Praia De Iracema
Sushi Festas Fortaleza,Restaurante,"R. Sen. Pompeu - José Bonifacio, Fortaleza - CE, 60025-002",Restaurante Asiático,2.6,5,0.0,0.0,0 days 00:00:00,0 days 00:00:00,José Bonifacio
Restaurante Caicó Benfica,Restaurante,"R. Paulino Nogueira, 41 - Benfica, Fortaleza - CE, 60020-270",Restaurante,4.2,1841,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Benfica
Fortaleza,Restaurante,"Farias Brito, Fortaleza - CE, 60010-730",Restaurante,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Farias Brito
Point da Tapioca,Restaurante,"Av. Duque de Caxias, 101 - Bloco B - Centro, Fortaleza - CE, 60035-111",Restaurante Fast-Food,5.0,3,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Fone Pizza Restaurante,Restaurante,"Av. Jovita Feitosa, 1152 - Parquelândia, Fortaleza - CE, 60455-410",Restaurante,4.6,1749,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Parquelândia
Restaurante,Restaurante,"R. Pereira Valente - Meireles, Fortaleza - CE, 60160-250",Restaurante,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles
"No Alvo Futebol Society, Paintball, Racha, Restaurante Fortaleza",Restaurante,"Av. Comodoro Estácio Brigido, 2263 - Luciano Cavalcante, Fortaleza - CE, 60813-670",Campo De Futebol,4.4,1205,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Luciano Cavalcante
Restaurante Mangostin,Restaurante,"Av. Beira Mar, 3980 - Loja 1 - Mucuripe, Fortaleza - CE, 60165-121",Restaurante Asiático,4.4,62,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Mucuripe
Restaurante Lá Na Roça,Restaurante,"Rua Capitão Antônio de Aguiar, 41 - Aldeota, Fortaleza - CE, 60115-250",Restaurante,4.8,4,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Aldeota
Restaurante Comida Cazeira,Restaurante,"Av. Pintor Antônio Bandeira, 97 - Cais do Porto, Fortaleza - CE, 60180-476",Restaurante,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cais Do Porto
Itaparika,Restaurante,"Centro, Fortaleza - CE, 60050-080",Restaurante,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Restaurante,Restaurante,"Av. Beira Mar, 2340 - Meireles, Fortaleza - CE, 60165-121",Restaurante,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles
Domino's Pizza - Praia de Iracema,Restaurante,"Av. Monsenhor Tabosa, 1101 - Meireles, Fortaleza - CE, 60165-065",Restaurante,4.3,78,45.0,45.0,0 days 00:45:00,0 days 00:45:00,Meireles
Proeiro Restaurante,Restaurante,"R. Barão de Aracati, 2706 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60115-082",Restaurante,4.8,37,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Joaquim Távora (Fortaleza)
Restaurante Barãozinho,Restaurante,"R. Barão do Rio Branco, 1469 - José Bonifacio, Fortaleza - CE, 60025-061",Restaurante Brasileiro,3.5,2,0.0,0.0,0 days 00:00:00,0 days 00:00:00,José Bonifacio
Restaurante O Assis,Restaurante,"R. Rufino de Alencar, 272 - Centro, Fortaleza - CE, 60060-145",Restaurante,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Juliana's Restaurante,Restaurante,"R. Sena Madureira, 914 - Centro, Fortaleza - CE, 60055-080",Restaurante Self-Service,5.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Restaurante almoço,Restaurante,"Rua Perboyre e Silva, 130 - Centro, Fortaleza - CE, 60030-200",Restaurante,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Bar e Restaurante Euguimas,Restaurante,"R. da Assunção, 119 - Centro, Fortaleza - CE, 60050-011",Restaurante,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Restaurante Águas Bellas,Restaurante,"Centro, Fortaleza - CE, 60060-090",Restaurante,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Mjs bisqui,Restaurante,"Centro, Fortaleza - CE, 60050-040",Restaurante,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Francilene sousa,Restaurante,"Centro, Fortaleza - CE, 60050-040",Restaurante,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Indie Bistrô & Arte,Restaurante,"R. Marcondes Pereira, 43 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60130-060",Restaurante,4.5,110,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Joaquim Távora (Fortaleza)
Restaurante,Restaurante,"R. Ímpar, 118 - Álvaro Weyne, Fortaleza - CE, 60335-540",Restaurante Sérvio,5.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Álvaro Weyne
Padaria Romana (Centro),Restaurante,"Av. Duque de Caxias, 137 - Centro, Fortaleza - CE, 60035-110",Restaurante,4.2,865,15.0,15.0,0 days 00:15:00,0 days 00:15:00,Centro
Bolo,Restaurante,"Santa rosa - Santa Rosa, Fortaleza - CE, 60703-105",Restaurante,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Santa Rosa
Restaurante,Restaurante,"R. Gama, 170 - Vila Velha, Fortaleza - CE, 60349-330",Restaurante,3.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Vila Velha
Restaurante,Restaurante,"Rua Ministro Antônio Coelho - Vila Velha, Fortaleza - CE, 60347-230",Restaurante,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Vila Velha
Pastel Quente,Restaurante,"Av. Duque de Caxias, 235 - Centro, Fortaleza - CE, 60035-111",Pastelaria Brasileira,4.6,21,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
