NOME,TIPO,ENDERECO,LOCAL,PONTUACAO,NUM_COMENTARIO,TEMPO_MIN_M,TEMPO_MAX_M,TEMPO_MIN,TEMPO_MAX,BAIRRO
Divina Comida,Delivery De Comida,"Rua Torres Câmara, 135 - Aldeota, Fortaleza - CE, 60150-060",Delivery De Comida,0.0,0,30.0,90.0,0 days 00:30:00,0 days 01:30:00,Aldeota
China In Box Praia,Delivery De Comida,"Av. Santos Dumont, 6945 - Manuel Dias Branco, Fortaleza - CE, 60175-057",Delivery De Comida,0.0,0,45.0,45.0,0 days 00:45:00,0 days 00:45:00,Manuel Dias Branco
"Porpino Burger: Hambúrguer, Batata Frita, Hamburgueria Delivery Fortaleza CE",Delivery De Comida,"Av. Senador Virgílio Távora, 597 - Meireles, Fortaleza - CE, 60170-265",Delivery De Comida,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles
Frango Chicken Delivery,Delivery De Comida,"R. José Vilar, 734 - Meireles, Fortaleza - CE, 60125-025",Delivery,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles
Rafael Marmitaria Delivery,Delivery De Comida,"R. Costa Barros, 249 - Aldeota, Fortaleza - CE, 60160-280",Restaurante De Comida Para Viagem,5.0,19,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Aldeota
"Habib's Parque Shopping: Esfirra, Kibe, Sanduíche, Delivery, Fortaleza CE",Delivery De Comida,"R. Dr. Gilberto Studart, 155 - Loja 34, 35 e 36 - Cocó, Fortaleza - CE, 60192-105",Delivery De Comida,0.0,0,10.0,60.0,0 days 00:10:00,0 days 01:00:00,Cocó
Ceará Food,Delivery De Comida,"R. Gonçalves Lêdo, 1541 - Loja 2 - Centro, Fortaleza - CE, 60110-261",Restaurante De Comida Caseira,5.0,4,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
China in Box,Delivery De Comida,"Av. Santos Dumont, 1206 - Aldeota, Fortaleza - CE, 60150-160",Delivery De Comida,4.5,608,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Aldeota
"NBS Burguer: Hambúrgueres, Hot Dog, Hamburgueria, Delivery, Fortaleza CE",Delivery De Comida,"R. Beni Carvalho, 677 - Dionísio Torres, Fortaleza - CE, 60135-400",Hamburgueria,0.0,0,20.0,20.0,0 days 00:20:00,0 days 00:20:00,Dionísio Torres
Comida de Vó Delivery,Delivery De Comida,"R. Cuiabá, 190 - Jóquei Clube, Fortaleza - CE, 60510-055",Delivery,4.3,11,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Jóquei Clube
"Habib's Aldeota: Esfirra, Kibe, Sanduíche, Delivery, Fortaleza CE",Delivery De Comida,"Av. da Abolição, 1780 - Meireles, Fortaleza - CE, 60165-080",Delivery De Comida,0.0,0,20.0,60.0,0 days 00:20:00,0 days 01:00:00,Meireles
Gosto Leve,Delivery De Comida,(85) 3221-6052,Delivery De Comida,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,6052
"Two Brothers Cocó: Pizza, Massas, Calzones, Pizzaria, Delivery, Fortaleza CE",Delivery De Comida,"R. Batista de Oliveira, 1071 - Cocó, Fortaleza - CE, 60192-340",Pizzaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cocó
La Forneria Delivery,Delivery De Comida,"R. Andrade Furtado, 2115 B - Cocó, Fortaleza - CE, 60192-085",Delivery De Comida,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cocó
"Grow Healthy Food: Alimentação Saudável, opções Veganas em Fortaleza",Delivery De Comida,"Stação 24h - Av. da Abolição, 2400 - Meireles, Fortaleza - CE, 60165-080",Restaurante De Café Da Manhã,4.4,91,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles
"Olli's Burger: Hamburgueria, Batata Frita, Sobremesa, Delivery, Fortaleza CE",Delivery De Comida,"R. Ana Bilhar, 1111 - Meireles, Fortaleza - CE, 60160-110",Hamburgueria,0.0,0,30.0,90.0,0 days 00:30:00,0 days 01:30:00,Meireles
"Habib's Treze de Maio: Esfirra, Kibe, Sanduíche, Delivery, Fortaleza CE",Delivery De Comida,"Av. Treze de Maio, 1746 - Fátima, Fortaleza - CE, 60040-531",Delivery De Comida,4.0,5071,15.0,60.0,0 days 00:15:00,0 days 01:00:00,Fátima
"Grand Gourmet Pizzaria: Pizza Crocante, Marmitaria, Delivery em Fortaleza",Delivery De Comida,"Rua Afonso Celso, 547 - Aldeota, Fortaleza - CE, 60140-190",Delivery De Comida,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Aldeota
China Gourmet,Delivery De Comida,"R. Rodrigues Júnior, 1063 - Centro, Fortaleza - CE, 60110-001",Delivery De Comida,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
"Parrileiro: Restaurante, Churrasco, Happy Hour, Parrila, Delivery em Fortaleza CE",Delivery De Comida,"Av. Dep. Joaquim de Figueiredo Correia, 194 - Cambeba, Fortaleza - CE, 60822-360",Delivery De Comida,0.0,0,150.0,150.0,0 days 02:30:00,0 days 02:30:00,Cambeba
Tigela Refeições e Lanches,Delivery De Comida,"R. Eduardo Garcia, 13 - Aldeota, Fortaleza - CE, 60150-100",Restaurante Self-Service,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Aldeota
Pasto e Pizzas,Delivery De Comida,"Av. Júlio Abreu, 160 - Varjota, Fortaleza - CE, 60160-240",Restaurante,0.0,0,120.0,120.0,0 days 02:00:00,0 days 02:00:00,Varjota
Delicias da Iaiá,Delivery De Comida,"Rua Dr. Ribamar Lobo, N° 20 - Papicu, Fortaleza - CE, 60176-145",Restaurante Brasileiro,0.0,0,45.0,45.0,0 days 00:45:00,0 days 00:45:00,Papicu
Vatapá Delivery,Delivery De Comida,"Av. José Jatahy, 1563 - Jacarecanga, Fortaleza - CE, 60010-681",Restaurante,4.6,5,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Jacarecanga
Menu Brands,Delivery De Comida,"Rua Padre Valdevino, 2520 - Aldeota, Fortaleza - CE, 60135-041",Delivery,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Aldeota
Júnior da Picanha,Delivery De Comida,"Av. Nilo Gomes de Soares, 201 - Cidade 2000, Fortaleza - CE, 60190-630",Delivery De Comida,0.0,0,150.0,150.0,0 days 02:30:00,0 days 02:30:00,Cidade 2000
Pizzaria Bem na Hora,Delivery De Comida,"Alameda Telma - Cidade 2000, Fortaleza - CE, 60190-290",Pizzaria,4.9,18,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cidade 2000
Sra. Quentinha Fortaleza Self-Service E Delivery,Delivery De Comida,"R. Barão do Rio Branco, 2251 - Centro, Fortaleza - CE, 60011-060",Restaurante,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
"Padaria Portugália: Panificadora, Confeitaria, Delivery, Cocó, Fortaleza CE",Delivery De Comida,"Rua Professor Otávio Lobo, 755 - Cocó, Fortaleza - CE, 60192-290",Delivery De Comida,0.0,0,20.0,20.0,0 days 00:20:00,0 days 00:20:00,Cocó
Qué do Quê Restaurante Lanches,Delivery De Comida,"Rua General Tertuliano Potiguara, 313 - Aldeota, Fortaleza - CE, 60135-280",Restaurante Fast-Food,0.0,0,25.0,25.0,0 days 00:25:00,0 days 00:25:00,Aldeota
Pizza To Go,Delivery De Comida,"R. Eduardo Garcia, 1000 - Aldeota, Fortaleza - CE, 60150-100",Pizzaria,4.4,51,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Aldeota
"Ordo's Burguer: Hambúrgueres, Hot Dogs, Hamburgueria, Delivery Fortaleza CE",Delivery De Comida,"Av. Jovita Feitosa, 279 - Parquelândia, Fortaleza - CE, 60455-410",Delivery De Comida,0.0,0,45.0,120.0,0 days 00:45:00,0 days 02:00:00,Parquelândia
"Barney's Burger Fábrica: Hamburgueria, Sobremesas, Delivery em Fortaleza CE",Delivery De Comida,"Vila, R. Doctor Antônio Goes, 1125 - casa 7 - Aldeota, Fortaleza - CE, 60115-120",Hamburgueria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Aldeota
"Two Brothers Aldeota: Pizza, Massas, Calzones, Pizzaria, Delivery, Fortaleza CE",Delivery De Comida,"R. Alfredo Severo, 112 - Aldeota, Fortaleza - CE, 60150-040",Pizzaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Aldeota
Restaurante Fogão150,Delivery De Comida,"R. Barão de Aracati, 150 - Meireles, Fortaleza - CE, 60115-080",Delivery De Comida,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles
"Camarada Camarão: Camarões, Peixes, Happy Hour, Restaurante, Fortaleza CE",Delivery De Comida,"R. Des. Lauro Nogueira, 1500 - Papicu, Fortaleza - CE, 60175-055",Delivery De Comida,0.0,0,45.0,45.0,0 days 00:45:00,0 days 00:45:00,Papicu
Vai Já Lanches,Delivery De Comida,"Rua Professor Álvaro Costa, 806 - Vicente Pinzon, Fortaleza - CE, 60182-014",Lanchonete,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Vicente Pinzon
Sushi-Bar e Pizzaria FV Delivery,Delivery De Comida,"666, Av. Dos Jangadeiros - Vicente Pinzon, Fortaleza - CE, 60175-440",Pizzaria,4.0,8,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Vicente Pinzon
Ôxe Galeteria e Marmitaria Delivery,Delivery De Comida,"R. Gonçalves Lêdo, 48 - Praia de Iracema, Fortaleza - CE, 60110-261",Restaurante,3.7,6,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Praia De Iracema
Bill Esfiha Delivery,Delivery De Comida,"Av. Aguanambi, 926 - José Bonifacio, Fortaleza - CE, 60055-402",Delivery,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,José Bonifacio
Marmitas e Lanches,Delivery De Comida,"R. República da Armênia, 110 - Parque Manibura, Fortaleza - CE, 60821-760",Lanchonete,3.0,2,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Parque Manibura
Marmitaria marmitex quentinha restaurante Comidinha caseira da marcia delivery 989309177,Delivery De Comida,"Rua Professor Carvalho, 3084 - Altos - Joaquim Távora (Fortaleza), Fortaleza - CE, 60120-340",Restaurante Brasileiro,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Joaquim Távora (Fortaleza)
Brittus Pizza,Delivery De Comida,"R. Nogueira Acioli, 2001 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60356-581",Delivery De Comida,0.0,0,15.0,60.0,0 days 00:15:00,0 days 01:00:00,Joaquim Távora (Fortaleza)
Marmitaria Delivery,Delivery De Comida,"R. Agapito dos Santos, 465 - Centro, Fortaleza - CE, 60010-250",Delivery De Comida,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Menu Alimentação Saudável,Delivery De Comida,"R. Norvinda Píres, 90 - Aldeota, Fortaleza - CE, 60150-280",Delivery De Comida,0.0,0,45.0,45.0,0 days 00:45:00,0 days 00:45:00,Aldeota
Duque de Coxinhas,Delivery De Comida,"R. Gonçalves Lêdo, 175 - Centro, Fortaleza - CE, 60110-261",Delivery,5.0,7,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Temperô Food,Delivery De Comida,"Alameda Telma, 45 - Cidade 2000, Fortaleza - CE, 60190-290",Delivery,3.8,5,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cidade 2000
Comida Saudável e Yakisoba,Delivery De Comida,"Av. Treze de Maio, 2118 B - Benfica, Fortaleza - CE, 60040-531",Restaurante De Comida Caseira,4.5,20,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Benfica
Dieta Já,Delivery De Comida,"Centro, Fortaleza - CE, 60050-040",Delivery,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Casa da Comida,Delivery De Comida,"R. Sen. Pompeu, 1099 L2 - Loja 101 A 106 - Centro, Fortaleza - CE, 60025-000",Delivery De Comida,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Mini Menu Fortaleza,Delivery De Comida,"Av. Viena Weyne, 370 - loja 10 - Cambeba, Fortaleza - CE, 60822-180",Restaurante,5.0,3,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cambeba
Naturallís Comida Saudável,Delivery De Comida,"Rua Josias Paulo de Sousa, 120 - Vicente Pinzon, Fortaleza - CE, 60184-110",Delivery De Comida,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Vicente Pinzon
Restaurante Frederico Delivery,Delivery De Comida,"Av. Barão de Studart, 855 - Aldeota, Fortaleza - CE, 60120-000",Delivery De Comida,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Aldeota
Coco Bambu - Dom Pastel,Delivery De Comida,"R. Carlos Vasconcelos, 996 - Aldeota, Fortaleza - CE, 60115-170",Delivery De Comida,0.0,0,150.0,150.0,0 days 02:30:00,0 days 02:30:00,Aldeota
Restaurante e Marmitaria Tô Com Fome,Delivery De Comida,"Av. Rogaciano Leite, 1860A - Cocó, Fortaleza - CE, 60821-070",Lanchonete,4.5,15,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cocó
Marmitaria Comida Caseira,Delivery De Comida,"R. Coronel Manuel Jesuíno - Mucuripe, Fortaleza - CE, 60175-270",Restaurante De Comida Caseira,4.3,18,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Mucuripe
Mangusta Restaurante e Pizzaria,Delivery De Comida,"R. da Assunção, 1195 - José Bonifacio, Fortaleza - CE, 60040-230",Restaurante,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,José Bonifacio
Pizzaria & Restaurante do Mar,Delivery De Comida,"Av. César Cals, 1089 - Vicente Pinzon, Fortaleza - CE, 60182-035",Pizzaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Vicente Pinzon
Marmitaria Sabor Delivery,Delivery De Comida,"Odernes Figueredo, 73, Rua Doutor José Lino, 260 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60135-260",Delivery,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Joaquim Távora (Fortaleza)
"Saladinha Top: Saladas, Congelados, Alimentação Saudável, Delivery em Fortaleza CE",Delivery De Comida,"R. Mário Alencar Araripe, 1080 - Lagoa Sapiranga (Coité), Fortaleza - CE, 60833-163",Saladas Prontas,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Lagoa Sapiranga (Coité)
Restaurante e Marmitaria da Flávia,Delivery De Comida,"Av. Dioguinho, 4360 - Vicente Pinzon, Fortaleza - CE, 60183-712",Restaurante,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Vicente Pinzon
Tequenhosemolhos,Delivery De Comida,"São João do Tauape, Fortaleza - CE, 60130-300",Delivery De Comida,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,São João Do Tauape
We Love Pizza,Delivery De Comida,"Av. Pontes Vieira, 726 - Fátima, Fortaleza - CE, 60130-240",Delivery De Pizza,4.3,469,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Fátima
Paradaise Gourmet,Delivery De Comida,"Rua Dona Leopoldina, 53 - Centro, Fortaleza - CE, 60110-000",Delivery De Pizza,4.5,29,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Sabor no Prato Lanches e Marmitas,Delivery De Comida,"R. Santo Amaro, 68 - Vicente Pinzon, Fortaleza - CE, 60181-750",Restaurante De Comida Caseira,5.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Vicente Pinzon
"Carneiro do Ordones Butiquim: Restaurante, Drinks, Carnes, Delivery em Fortaleza",Delivery De Comida,"R. Azevedo Bolão, 570 - Parquelândia, Fortaleza - CE, 60450-675",Delivery De Comida,0.0,0,180.0,180.0,0 days 03:00:00,0 days 03:00:00,Parquelândia
Boteco da Panelada Self-service e Marmita.Temos delivery,Delivery De Comida,"R. Joaquim Magalhães, 140 - Loja 01 - Benfica, Fortaleza - CE, 60040-160",Delivery De Comida,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Benfica
Sabor de Mar,Delivery De Comida,"Av. Desembargador Moreira, 256 - Meireles, Fortaleza - CE, 60170-000",Delivery De Comida,4.2,148,150.0,150.0,0 days 02:30:00,0 days 02:30:00,Meireles
Empório de Fátima,Delivery De Comida,"Av. Deputado Oswaldo Studart, 250 - Fátima, Fortaleza - CE, 60415-040",Delivery De Comida,0.0,0,45.0,45.0,0 days 00:45:00,0 days 00:45:00,Fátima
Delicie Do Casal 20,Delivery De Comida,"Av. Beira Mar - Meireles, Fortaleza - CE, 60165-120",Restaurante De Comida Caseira,5.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles
brotÔ congelados,Delivery De Comida,"R. Eduardo Salgado - Aldeota, Fortaleza - CE, 60150-140",Delivery De Comida,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Aldeota
"NBS Burguer Parquelândia: Hambúrgueres, Hot Dog, Hamburgueria, Delivery, Fortaleza CE",Delivery De Comida,"Rua Professor Nogueira, 45 - Loja 01 - Parquelândia, Fortaleza - CE, 60450-520",Hamburgueria,0.0,0,30.0,90.0,0 days 00:30:00,0 days 01:30:00,Parquelândia
Feijoada Brasil,Delivery De Comida,"Av. das Adenanteras, 689a - Cidade 2000, Fortaleza - CE, 60190-560",Delivery,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cidade 2000
Mistura Cearense,Delivery De Comida,"R. da Assunção, 119 - Centro, Fortaleza - CE, 60050-010",Restaurante Self-Service,0.0,0,30.0,30.0,0 days 00:30:00,0 days 00:30:00,Centro
"Barney's Burger Sul: Hamburgueria, Sobremesas, Delivery em Fortaleza CE",Delivery De Comida,"R. Lourival Correia Pinho, 147 - Parque Manibura, Fortaleza - CE, 60821-720",Delivery De Comida,0.0,0,20.0,90.0,0 days 00:20:00,0 days 01:30:00,Parque Manibura
Bambolê Lanches,Delivery De Comida,"Rua do Rosário, 68 - Centro, Fortaleza - CE, 60055-090",Lanchonete,4.1,18,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Take a Juice - Varjota,Delivery De Comida,"Av. Júlio Abreu, 160 - Loja 13 - Varjota, Fortaleza - CE, 60160-240",Delivery De Comida,4.6,122,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Varjota
Disk marmitaria,Delivery De Comida,"R. Novo Farol, 174 - Vicente Pinzon, Fortaleza - CE, 60181-005",Restaurante Familiar,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Vicente Pinzon
Delicious Pizzaria,Delivery De Comida,"Alameda Das Miosótes, 405 - Cidade 2000, Fortaleza - CE, 60190-490",Delivery De Pizza,4.6,44,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cidade 2000
FRM Marmitex Delivery,Delivery De Comida,"R. Carlos Gomes, 619 - José Bonifacio, Fortaleza - CE, 60025-101",Delivery De Comida,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,José Bonifacio
Baiano Lanches e Comida,Delivery De Comida,"R. Barão de Aratanha, 80 - Lj 03 - Centro, Fortaleza - CE, 60050-070",Delivery De Comida,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Carlos Lanches,Delivery De Comida,"R. Antônio Pompeu, 586 - Centro, Fortaleza - CE, 60040-000",Lanchonete,0.0,0,30.0,30.0,0 days 00:30:00,0 days 00:30:00,Centro
Dunada Burger,Delivery De Comida,"M dias branco - R. dos Cajueiros, 1421 - Fortaleza, CE, 60190-620",Hamburgueria,5.0,21,0.0,0.0,0 days 00:00:00,0 days 00:00:00,620
DOM CARIOCA'S,Delivery De Comida,"Av Dioguinho Praia do Futuro ll, Fortaleza - CE, 60371-809",Pizzaria,3.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Av Dioguinho Praia Do Futuro Ll
"Butcher's 746: Steakhouse, Carnes Nobres, Churrasco, Delivery, Restaurante, Fortaleza CE",Delivery De Comida,"R. Maria Tomásia, 746 - Aldeota, Fortaleza - CE, 60150-170",Delivery De Comida,0.0,0,120.0,120.0,0 days 02:00:00,0 days 02:00:00,Aldeota
"Zé, comida na rua",Delivery De Comida,"Av. Almirante Barroso, 877 - loja 3 - Praia de Iracema, Fortaleza - CE, 60060-440",Delivery De Comida,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Praia De Iracema
Creuza Burguer,Delivery De Comida,"Alameda Ana Elisa, 34B - Cidade 2000, Fortaleza - CE, 60190-130",Delivery De Comida,0.0,0,25.0,25.0,0 days 00:25:00,0 days 00:25:00,Cidade 2000
Frigideira do Jonny Self Service,Delivery De Comida,"R. Joaquim Nabuco, 1900 - Aldeota, Fortaleza - CE, 60125-055",Delivery De Comida,4.6,2259,45.0,45.0,0 days 00:45:00,0 days 00:45:00,Aldeota
Cozinha Mágica,Delivery De Comida,"Av. Santos Dumont, 3130 - Aldeota, Fortaleza - CE, 60150-161",Restaurante Self-Service,0.0,0,15.0,15.0,0 days 00:15:00,0 days 00:15:00,Aldeota
Delicias de Horler,Delivery De Comida,"Rua Solon Pinheiro, 218 - Centro, Fortaleza - CE, 60050-040",Restaurante,5.0,9,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
"Estela Pizza: Pizza Americana, Pizza Doce, Delivery, Pizzaria, Fortaleza CE",Delivery De Comida,"Vila, R. Doctor Antônio Goes, 1125 - Aldeota, Fortaleza - CE, 60115-120",Pizzaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Aldeota
Donadel Food Truck,Delivery De Comida,"Av. Desembargador Moreira, 2355 - Aldeota, Fortaleza - CE, 60170-173",Restaurante Fast-Food,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Aldeota
Bom Pasto,Delivery De Comida,"R. Rocha Lima, 166 - Centro, Fortaleza - CE, 60135-000",Restaurante Self-Service,0.0,0,30.0,30.0,0 days 00:30:00,0 days 00:30:00,Centro
Kêla Pasta,Delivery De Comida,"Alameda das Tulipas, 408 - Cidade 2000, Fortaleza - CE, 60190-350",Restaurante,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cidade 2000
Popizza,Delivery De Comida,"nao rola - Aldeota, Fortaleza - CE, 60110-301",Delivery De Comida,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Aldeota
Aioli - Delivery de Delícias,Delivery De Comida,"R. Ildefonso Albano, 870 - Meireles, Fortaleza - CE, 60115-000",Restaurante,4.5,8,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles
Marmitaria e Pizzaria Ernane,Delivery De Comida,"R. Pedro Balbino, 170 - Manuel Dias Branco, Fortaleza - CE, 60191-680",Pizzaria,4.5,19,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Manuel Dias Branco
Comida caseira sabor do goias,Delivery De Comida,"Av. Almirante Barroso, 980 - Iracema, Fortaleza - CE, 60060-440",Restaurante,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Iracema
Pizzaria Doro,Delivery De Comida,"R. Pereira Filgueiras, 564 - Centro, Fortaleza - CE, 60160-150",Delivery De Comida,0.0,0,15.0,15.0,0 days 00:15:00,0 days 00:15:00,Centro
Coco Bambu Beira Mar,Delivery De Comida,"Av. Beira Mar, 3698 - Beira Mar, Fortaleza - CE, 60165-121",Delivery De Comida,4.6,18708,150.0,150.0,0 days 02:30:00,0 days 02:30:00,Beira Mar
Restaurante da Zena,Delivery De Comida,"R. Meton de Alencar, 549 - Centro, Fortaleza - CE, 60035-160",Delivery De Comida,0.0,0,25.0,60.0,0 days 00:25:00,0 days 01:00:00,Centro
Madruga Varjota,Delivery De Comida,"R. Coronel Manuel Jesuíno, 652 - Varjota, Fortaleza - CE, 60175-270",Restaurante Self-Service,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Varjota
Dom Tiziano,Delivery De Comida,"R. Floriano Peixoto, 799 - Centro, Fortaleza - CE, 60025-131",Restaurante Self-Service,0.0,0,30.0,30.0,0 days 00:30:00,0 days 00:30:00,Centro
Larica Pizzaria,Delivery De Comida,"Av. Nila Gomes de Soárez, 403 - Cidade 2000, Fortaleza - CE, 60190-630",Delivery De Comida,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cidade 2000
Italian Pizza Fortaleza,Delivery De Comida,"Av. Antônio Sales, 1357 - quiosque 02 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60135-101",Delivery De Pizza,5.0,3,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Joaquim Távora (Fortaleza)
Fisgo - Delivery de Pescados,Delivery De Comida,"Av. Antônio Justa, 2380 - Meireles, Fortaleza - CE, 60165-090",Delivery,1.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles
Restaurante Família e Lanchonete,Delivery De Comida,"Av. Desembargador Gonzaga, 144 - Cidade dos Funcionários, Fortaleza - CE, 60824-062",Lanchonete,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cidade Dos Funcionários
Caldos & Sopas da Jane,Delivery De Comida,"Travessa São João, 6 - Mucuripe, Fortaleza - CE, 60175-510",Delivery,5.0,4,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Mucuripe
Restaurante Gramado Self-Service,Delivery De Comida,"R. Pedro Borges, 33 - Loja 21 - Centro, Fortaleza - CE, 60055-110",Restaurante Self-Service,0.0,0,30.0,60.0,0 days 00:30:00,0 days 01:00:00,Centro
Beef's - Sanduíche de Churrasco,Delivery De Comida,"Av. Desembargador Moreira, 2355 - Dionísio Torres, Fortaleza - CE, 60170-002",Restaurante,4.3,12,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Dionísio Torres
Donastela Massas e Recheios,Delivery De Comida,"R. Major Facundo, 897 - Centro, Fortaleza - CE, 60025-100",Restaurante Italiano,3.7,3,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Rai Lanches,Delivery De Comida,"R. Pedro Borges, 33 - Centro, Fortaleza - CE, 60055-120",Restaurante Fast-Food,3.0,2,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
"Livremente Padaria Sem Glúten, Sem Lactose: Pão, Bolo, Delivery, Fortaleza CE",Delivery De Comida,"R. Amarílio Cartaxo, 169 - De Lourdes, Fortaleza - CE, 60177-030",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,De Lourdes
Juliana's Grill Self-Service,Delivery De Comida,"R. Barão do Rio Branco, 1396 - Centro, Fortaleza - CE, 60025-060",Restaurante Self-Service,0.0,0,25.0,60.0,0 days 00:25:00,0 days 01:00:00,Centro
Irene comida saudável,Delivery De Comida,"Alameda das cravinas, 121 Cidade 2000 Papicu - Cidade 2000, Fortaleza - CE, 60190-320",Delivery De Comida,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cidade 2000
Delivery DiFábios,Delivery De Comida,"R. Carlos Gomes, 199 - José Bonifacio, Fortaleza - CE, 60040-230",Delivery De Pizza,5.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,José Bonifacio
De Babo Restaurante,Delivery De Comida,"Rua do Rosário, 86 - Centro, Fortaleza - CE, 60135-050",Restaurante,4.6,172,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Fino Sabor,Delivery De Comida,"R. J da Penha, 421 - Centro, Fortaleza - CE, 60110-120",Delivery De Comida,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
