,NOME,TIPO,ENDERECO,LOCAL,PONTUACAO,NUM_COMENTARIO,TEMPO_MIN_M,TEMPO_MAX_M,TEMPO_MIN,TEMPO_MAX,BAIRRO,LATITUDE,LONGITUDE
446,Del Plata Pastas,Drive Thru,"Rua Santa Maria, 2 - José Bonifacio, Fortaleza - CE, 60025-110",Restaurante,4.9,128,90.0,90.0,0 days 01:30:00,0 days 01:30:00,José Bonifacio,-3.73929897963,-38.531262976365
447,Brazinha Grill 2,Drive Thru,"Rua General Bezerril, 590 - Centro, Fortaleza - CE, 60055-100",Restaurante,4.3,154,30.0,30.0,0 days 00:30:00,0 days 00:30:00,Centro,-3.728592020333,-38.526789973735
448,Zoá Gastrobar,Drive Thru,"R. Visc. de Mauá, 2217 - Dionísio Torres, Fortaleza - CE, 60125-161",Restaurante,4.7,54,45.0,120.0,0 days 00:45:00,0 days 02:00:00,Dionísio Torres,-3.745181540391,-38.502264617038
449,Marmitaria tempero da Mary,Drive Thru,"R. Manoel Marques, 232 - Manuel Dias Branco, Fortaleza - CE, 60191-675",Restaurante De Comida Caseira,3.7,6,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Manuel Dias Branco,-3.75751201704,-38.46852501783
450,Doceria da Thatha,Drive Thru,"Rua Sousa Girão, 115 - José Bonifacio, Fortaleza - CE, 60055-370",Doceria,5.0,5,0.0,0.0,0 days 00:00:00,0 days 00:00:00,José Bonifacio,-3.74132899276,-38.525208979158
451,"Uritu Cafés Especiais: Cafés, Utensílios, Empório, Centro, Fortaleza",Drive Thru,"Rua Dona Leopoldina, 396 - Centro, Fortaleza - CE, 60110-000",Atacadista De Café,4.9,51,10.0,60.0,0 days 00:10:00,0 days 01:00:00,Centro,-3.728701990903,-38.518802020009
452,Jambalera confeitaria vegana,Drive Thru,"Av. Domingos Olímpio, 391 - José Bonifacio, Fortaleza - CE, 60040-081",Confeitaria,5.0,20,0.0,0.0,0 days 00:00:00,0 days 00:00:00,José Bonifacio,-3.737862991978,-38.527703014448
453,Feijoada Brasil,Drive Thru,"Av. das Adenanteras, 689a - Cidade 2000, Fortaleza - CE, 60190-560",Delivery,4.2,10,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cidade 2000,-3.754607017038,-38.469954970512
454,"Iaçá: Açai, Distribuidora, Polpa, Açai do Pará, Açai Iaça, Belém, Fortaleza CE",Drive Thru,"R. Sen. Alencar, 652 - Loja 2 - Centro, Fortaleza - CE, 60030-050",Delivery,5.0,8,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.723551981954,-38.531956997948
455,Vibe 085,Drive Thru,"Rua Manuel Queirós, 511 - Cocó, Fortaleza - CE, 60192-220",Drive Thru,4.6,172,270.0,270.0,0 days 04:30:00,0 days 04:30:00,Cocó,-3.748955228834,-38.467358211243
456,Aroma e bombom doces e salgados,Drive Thru,"Alameda dos Lírios, Quadra 21 - número 355 - Cidade 2000, Fortaleza - CE, 60190-530",Doceria,5.0,3,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cidade 2000,-3.753613266501,-38.471260031589
457,Sh82 Café,Drive Thru,"R. Floriano Peixoto, 1375 B - Centro, Fortaleza - CE, 60025-130",Cafeteria,5.0,10,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.734433997299,-38.529452988193
458,Moncloa Tea Boutique,Drive Thru,"R. Des. Lauro Nogueira, 1500 - Papicu, Fortaleza - CE, 60176-065",Loja De Chás,4.8,20,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Papicu,-3.742328615642,-38.471450178313
459,IMPERIO DO BOLO,Drive Thru,"R. Edgar Borges, 74 - Centro, Fortaleza - CE, 60050-000",Doceria,4.6,7,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.729583012746,-38.52721803753
460,Sonhar buffet móvel,Drive Thru,"R. Barão de Aratanha, 704 - José Bonifacio, Fortaleza - CE, 60050-071",Buffet De Doces E Sobremesas,5.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,José Bonifacio,-3.739023005468,-38.528464007437
461,Cake Mania By Adriana Pessoa,Drive Thru,"Alameda Nadja, 334 - Quadra 8 - Cidade 2000, Fortaleza - CE, 60190-230",Confeitaria,4.5,24,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cidade 2000,-3.751025010716,-38.468818971174
462,Bolos confeitados - Bolos em fortaleza - Kátia Silva Cakes - Fortaleza (CE),Drive Thru,"R. Marconi, 85 - Farias Brito, Fortaleza - CE, 60015-190",Confeitaria,5.0,6,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Farias Brito,-3.735338991385,-38.540143016046
463,Espaço Herbalife Nutrition - @EVSSETPLUS,Drive Thru,"Edifício Palácio Progresso - R. Pedro Borges, 33 - 3° andar sala 303 - Centro, Fortaleza - CE, 60055-110",Casa De Chá,5.0,2,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.72809361114,-38.527797644792
464,Vibe café,Drive Thru,"Rua Manuel Queirós, 511A - Cocó, Fortaleza - CE, 60192-220",Cafeteria,3.6,8,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cocó,-3.748955228834,-38.467358211243
465,B.LEM,Padaria,"Av. Washington Soares, 85 - Edson Queiroz, Fortaleza - CE, 60810-060",Padaria,4.4,299,10.0,10.0,0 days 00:10:00,0 days 00:10:00,Edson Queiroz,-3.757360011226,-38.489447002527
466,Pão de Mel,Padaria,"Av. Monsenhor Tabosa, 1108 - Meireles, Fortaleza - CE, 60165-068",Padaria,3.8,752,25.0,25.0,0 days 00:25:00,0 days 00:25:00,Meireles,-3.724220983556,-38.509317980385
467,Panificadora o Matutinho,Padaria,"Rua São, R. São Bernardo do Campo, 241 - Cais do Porto, Fortaleza - CE, 60175-440",Padaria,4.8,117,10.0,10.0,0 days 00:10:00,0 days 00:10:00,Cais Do Porto,-3.72173000766,-38.475382001361
468,Rebeca Panificadora,Padaria,"R. Coronel Manuel Jesuíno, 311 - Mucuripe, Fortaleza - CE, 60175-270",Padaria,4.2,37,15.0,15.0,0 days 00:15:00,0 days 00:15:00,Mucuripe,-3.72840698982,-38.484777025173
469,Padaria Narjara,Padaria,"R. Padre Anchieta, 1320 - São Gerardo, Fortaleza - CE, 60325-582",Padaria,4.4,993,20.0,20.0,0 days 00:20:00,0 days 00:20:00,São Gerardo,-3.731602003673,-38.552129975777
470,Padaria Confeitos Vitória,Padaria,"Av. Central, 208 - Cidade 2000, Fortaleza - CE, 60190-611",Padaria,4.1,229,15.0,15.0,0 days 00:15:00,0 days 00:15:00,Cidade 2000,-3.750655306257,-38.471434827905
471,Portitália Paladaria (Parque Manibura),Padaria,"Av. Washington Soares, 4040 - Parque Manibura, Fortaleza - CE, 60821-750",Padaria,4.3,1463,20.0,20.0,0 days 00:20:00,0 days 00:20:00,Parque Manibura,-3.79292698288,-38.480425979234
472,Padaria Da Viza,Padaria,"R. Miguel Calmom, 407 - Vicente Pinzon, Fortaleza - CE, 60182-160",Padaria,4.4,92,10.0,10.0,0 days 00:10:00,0 days 00:10:00,Vicente Pinzon,-3.725924898743,-38.460563131823
473,Padaria Romana Delicatessen,Padaria,"Av. Treze de Maio, 901 - Fátima, Fortaleza - CE, 60040-531",Padaria,4.3,3001,25.0,25.0,0 days 00:25:00,0 days 00:25:00,Fátima,-3.750658009085,-38.527720029712
474,Padaria Contrigo,Padaria,"R. Júlio Ibiapina, 291 - Dionísio Torres, Fortaleza - CE, 60170-220",Padaria,1.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Dionísio Torres,-3.728172003165,-38.490967982677
475,Padaria Globo,Padaria,"R. Padre Mororó, 1155 - Centro, Fortaleza - CE, 60015-220",Padaria,4.5,340,10.0,10.0,0 days 00:10:00,0 days 00:10:00,Centro,-3.726744984149,-38.537835981016
476,Padaria Romana (Aldeota),Padaria,"R. Barbosa de Freitas, 1455 - Aldeota, Fortaleza - CE, 60170-020",Padaria,4.2,502,25.0,25.0,0 days 00:25:00,0 days 00:25:00,Aldeota,-3.737446771089,-38.497591291068
477,Pequena Padaria Caseira,Padaria,"edificio lara - Joaquim Távora (Fortaleza), Fortaleza - CE, 60120-002",Padaria,4.8,15,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Joaquim Távora,-3.752006992582,-38.512295064755
478,Molino Padaria Artesanal,Padaria,"Rua Torres Câmara, 314 - loja 2 - Aldeota, Fortaleza - CE, 60150-060",Padaria,4.5,150,20.0,60.0,0 days 00:20:00,0 days 01:00:00,Aldeota,-3.735121983911,-38.508321958831
479,Padaria Família,Padaria,"R. Oliveira Filho, 665 - Cais do Porto, Fortaleza - CE, 60181-805",Padaria,4.4,26,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cais Do Porto,-3.723226009739,-38.465589004786
480,F,Padaria,"Av. Dioguinho, 4740 - Loja 1 - Praia do Futuro II, Fortaleza - CE, 60183-712",Padaria,4.7,16,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Praia Do Futuro Ii,-3.756239979414,-38.445931011087
481,Panificadora Nogueira,Padaria,"R. Padre Pedro de Alencar, 244 - Messejana, Fortaleza - CE, 60840-280",Padaria,4.5,2763,15.0,15.0,0 days 00:15:00,0 days 00:15:00,Messejana,-3.829684017147,-38.493714983805
482,Panificadora Macropan (Damas),Padaria,"R. Machado de Assis, 654 - Damas, Fortaleza - CE, 60426-000",Padaria,4.6,48,10.0,10.0,0 days 00:10:00,0 days 00:10:00,Damas,-3.751364980709,-38.550209011207
483,Padaria O Elias,Padaria,"Av. Clóvis Matos, 1304 - Vicente Pinzon, Fortaleza - CE, 60183-100",Padaria,4.3,27,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Vicente Pinzon,-3.729610002474,-38.463078038051
484,Vila do Pão Delicatessen,Padaria,"Av. Rogaciano Leite, 450 - Guararapes, Fortaleza - CE, 60810-001",Padaria,4.4,669,20.0,20.0,0 days 00:20:00,0 days 00:20:00,Guararapes,-3.762529005186,-38.494047996818
485,Donata Padaria,Padaria,"Av. Jovita Feitosa, 2345 - Alagadiço, Fortaleza - CE, 60455-410",Padaria,4.3,824,15.0,15.0,0 days 00:15:00,0 days 00:15:00,Alagadiço,-3.740384016996,-38.558437022641
486,Speciale Pães Artesanais,Padaria,"R. Fênix, 789 - Luciano Cavalcante, Fortaleza - CE, 60811-000",Padaria,4.7,142,15.0,15.0,0 days 00:15:00,0 days 00:15:00,Luciano Cavalcante,-3.773842981911,-38.501316028881
487,Pão de Açúcar,Padaria,"Rua Bárbara de Alencar, 1887 - Loja 1 - Aldeota, Fortaleza - CE, 60140-000",Supermercado,4.2,1278,20.0,20.0,0 days 00:20:00,0 days 00:20:00,Aldeota,-3.739714699344,-38.508728047661
488,Padaria do Zenardo,Padaria,"R. Livreiro Gualter, 222 - Vila União, Fortaleza - CE, 60420-130",Padaria,4.8,13,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Vila União,-3.769284986783,-38.533959015521
489,Panificadora Holanda,Padaria,"R. João Cordeiro, 2994 - Aldeota, Fortaleza - CE, 60110-535",Padaria,4.2,37,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Aldeota,-3.746596013078,-38.5194520366
490,Padaria Romana (Centro),Padaria,"Av. Duque de Caxias, 137 - Centro, Fortaleza - CE, 60035-110",Padaria,4.2,865,15.0,15.0,0 days 00:15:00,0 days 00:15:00,Centro,-3.733000985222,-38.525689010753
491,Padaria Romana (Centro),Padaria,"Av. Tristão Gonçalves, 664 - Centro, Fortaleza - CE, 60015-000",Padaria,4.3,420,45.0,45.0,0 days 00:45:00,0 days 00:45:00,Centro,-3.727544994898,-38.533318973395
492,Panificadora Pão Nosso,Padaria,"Rua Padre Antonino, 803 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60110-480",Padaria,4.3,73,10.0,10.0,0 days 00:10:00,0 days 00:10:00,Joaquim Távora,-3.744169814298,-38.520349393777
493,Padaria e mercadinho Premiato,Padaria,"R. Sen. Pompeu, 2610 - Benfica, Fortaleza - CE, 60025-002",Padaria,4.8,37,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Benfica,-3.741160013592,-38.533807973626
494,Padaria em Fortaleza Delícias da Marta,Padaria,"R. Manuel Moura, 718 - Barra do Ceará, Fortaleza - CE, 60330-780",Padaria,4.7,22,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Barra Do Ceará,-3.714690005274,-38.587520969374
495,B.LEM Padaria Portuguesa - Fortaleza RioMar,Padaria,"R. Des. Lauro Nogueira, nº1500 - Loja 2004 - Papicu, Fortaleza - CE, 60176-065",Doceria,4.3,7,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Papicu,-3.742328615642,-38.471450178313
496,Padaria da Andreia,Padaria,"Rua Rui Barbosa, 150 - Vicente Pinzon, Fortaleza - CE, 60181-461",Padaria,4.3,6,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Vicente Pinzon,-3.729009020016,-38.465627896816
497,Costa Mendes Delicatessen,Padaria,"Rua Professor Costa Mendes, 609 - Montese, Fortaleza - CE, 60426-084",Padaria,4.4,11204,45.0,45.0,0 days 00:45:00,0 days 00:45:00,Montese,-3.75534001447,-38.546242024073
498,Padaria Romana,Padaria,"R. Mario Studart, 81 - Jacarecanga, Fortaleza - CE, 60326-060",Padaria,4.5,216,15.0,120.0,0 days 00:15:00,0 days 02:00:00,Jacarecanga,-3.719946003389,-38.550575970928
499,Mercearia 25 de março & Padaria,Padaria,"R. Vinte e Cinco de Março, 132 - Centro, Fortaleza - CE, 60060-120",Mercado,4.9,22,15.0,15.0,0 days 00:15:00,0 days 00:15:00,Centro,-3.725188003725,-38.521199998689
500,Padaria La Casa do Pão,Padaria,"Av. Rogaciano Leite, 2893 - Jardim Das Oliveiras, Fortaleza - CE, 60821-075",Padaria,4.9,12,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Jardim Das Oliveiras,-3.784208001468,-38.502657971579
501,Padaria e confeitaria Yeshua,Padaria,"R. Fiscal Vieira, 4067 - São João do Tauape, Fortaleza - CE, 60120-170",Padaria,4.7,15,10.0,10.0,0 days 00:10:00,0 days 00:10:00,São João Do Tauape,-3.757123012914,-38.515229988152
502,Panificadora GullaBox,Padaria,"R. Carlos Gomes, 451 - José Bonifacio, Fortaleza - CE, 60040-230",Padaria,4.4,66,0.0,0.0,0 days 00:00:00,0 days 00:00:00,José Bonifacio,-3.740701020575,-38.530085989521
503,Mercadinho e Panificadora Casa do Pão,Padaria,"Av. Antônio Justa, 3959 - Varjota, Fortaleza - CE, 60165-090",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Varjota,-3.730619979897,-38.486053002293
504,Padaria São Sebastião,Padaria,"R. Tereza Cristina, 1299 - Otávio Bonfim, Fortaleza - CE, 60015-141",Padaria,4.4,42,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Otávio Bonfim,-3.731928017797,-38.538212999021
505,Padaria Novo Mundo,Padaria,"Av. Álvaro Correia - Mucuripe, Fortaleza - CE, 60165-230",Padaria,4.5,4,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Mucuripe,-3.728944378063,-38.484287092515
506,Panificadora Santa Luzia,Padaria,"R. João Cordeiro, 766 - Praia de Iracema, Fortaleza - CE, 60110-300",Padaria,4.0,290,10.0,10.0,0 days 00:10:00,0 days 00:10:00,Praia De Iracema,-3.727087007708,-38.513605994412
507,Pão de Açúcar - Cocó,Padaria,"Shopping Casa Blanca Mall, Av. Eng. Santana Jr., 2277 - Cocó, Fortaleza - CE, 60175-650",Supermercado,4.2,1007,20.0,20.0,0 days 00:20:00,0 days 00:20:00,Cocó,-3.749985696631,-38.490251665232
508,Empório Do Pão (Beni de Carvalho) (Cometa),Padaria,"R. Beni Carvalho, 627 - Aldeota, Fortaleza - CE, 60135-400",Padaria,3.4,5,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Aldeota,-3.745887411023,-38.495208685672
509,Panebox Gourmet (Fátima),Padaria,"Rua Monsenhor Otávio de Castro, 582 - Fátima, Fortaleza - CE, 60050-150",Padaria,4.3,1192,20.0,20.0,0 days 00:20:00,0 days 00:20:00,Fátima,-3.747656994382,-38.526946966782
510,Padaria San Remo (José Bonifácio),Padaria,"R. Barão de Aratanha, 551 - José Bonifacio, Fortaleza - CE, 60050-070",Padaria,4.3,1205,15.0,15.0,0 days 00:15:00,0 days 00:15:00,José Bonifacio,-3.737703865501,-38.527917317806
511,Delicias do Trigo Padaria (Farias Brito),Padaria,"R. Rúbia Sampaio, 1155 - loja 5 - Farias Brito, Fortaleza - CE, 60360-820",Padaria,3.9,84,20.0,20.0,0 days 00:20:00,0 days 00:20:00,Farias Brito,-3.73217100917,-38.540710973805
512,Padaria e confeitaria o Elias,Padaria,"R. Caravelas - Vicente Pinzon, Fortaleza - CE, 60181-740",Padaria,5.0,6,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Vicente Pinzon,-3.728394441016,-38.466537350842
513,Alice Padaria,Padaria,"Av. Castelo de Castro, 53 - Conjunto São Cristóvão, Fortaleza - CE, 60866-681",Padaria,4.1,1336,15.0,15.0,0 days 00:15:00,0 days 00:15:00,Conjunto São Cristóvão,-3.829585818274,-38.521308615062
514,Costa Mendes (Vila União),Padaria,"R. Raul Cabral, 140 - Vila União, Fortaleza - CE, 60410-672",Padaria,4.4,1153,20.0,20.0,0 days 00:20:00,0 days 00:20:00,Vila União,-3.770606763354,-38.539027786221
515,Panificadora Nossa Senhora Da Guia,Padaria,"Av. Carneiro de Mendonça, 1151 - Demócrito Rocha, Fortaleza - CE, 60440-160",Padaria,4.4,557,15.0,15.0,0 days 00:15:00,0 days 00:15:00,Demócrito Rocha,-3.762813989894,-38.569324025218
516,Padaria Pão do Chefe,Padaria,"Rua Professor Álvaro Costa, 1210 - Vicente Pinzon, Fortaleza - CE, 60182-012",Padaria,4.3,7,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Vicente Pinzon,-3.727254718144,-38.473381512618
517,Panificadora Trigo Doce,Padaria,"Rua Marechal Deodoro, 67 - Benfica, Fortaleza - CE, 60020-060",Padaria,4.2,113,10.0,10.0,0 days 00:10:00,0 days 00:10:00,Benfica,-3.736348004889,-38.533580991688
518,Padaria e Confeitaria Pão Caseiro,Padaria,"Av. Independência, 2185 - Quintino Cunha, Fortaleza - CE, 60345-530",Padaria,4.4,70,10.0,10.0,0 days 00:10:00,0 days 00:10:00,Quintino Cunha,-3.724492710973,-38.599544846123
519,PANIFICADORA TOP PÃO,Padaria,"R. 327, 25 - Conj. Ceará II, Fortaleza - CE, 60530-690",Padaria,4.4,115,10.0,10.0,0 days 00:10:00,0 days 00:10:00,Conj. Ceará Ii,-3.771206999091,-38.613854981313
520,Panificadora,Padaria,"Av. Zezé Diogo, 112 - Cais do Porto, Fortaleza - CE, 60180-005",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cais Do Porto,-3.708412375622,-38.469860052812
521,Padaria Helloysa,Padaria,"R. Audízio Mosca de Carvalho - Manuel Dias Branco, Fortaleza - CE, 60191-520",Padaria,4.0,4,15.0,15.0,0 days 00:15:00,0 days 00:15:00,Manuel Dias Branco,-3.749117054274,-38.465329466654
522,Padaria o bolinha,Padaria,"R. Castro Monte, 11 - Varjota, Fortaleza - CE, 60175-230",Padaria,5.0,2,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Varjota,-3.72973172691,-38.486139761877
523,Padaria Vitoria,Padaria,"Av. Central, 215 - Cidade 2000, Fortaleza - CE, 60190-611",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cidade 2000,-3.750385555376,-38.471454371433
524,Padaria monte carmelo,Padaria,"R. Floriano Peixoto, 916 - Centro, Fortaleza - CE, 60025-130",Padaria,4.8,9,30.0,30.0,0 days 00:30:00,0 days 00:30:00,Centro,-3.730466004336,-38.52812101996
525,Padaria delicias de pães,Padaria,"R. Lima Barreto, 18 - Vicente Pinzon, Fortaleza - CE, 60184-230",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Vicente Pinzon,-3.72639001055,-38.469812981072
526,Padaria Tripane,Padaria,"Rua Nossa Senhora das Graças, 1079 - Cristo Redentor, Fortaleza - CE, 60310-770",Padaria,4.2,11,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cristo Redentor,-3.708498000032,-38.558728964328
527,FRANGOPAN,Padaria,"Av. Sgt. Hermínio Sampaio, 2688 - Bairro Ellery, Fortaleza - CE, 60320-501",Padaria,4.4,115,10.0,10.0,0 days 00:10:00,0 days 00:10:00,Bairro Ellery,-3.727036003828,-38.564359004872
528,Padaria Lisieux,Padaria,"Av. Sgt. Hermínio Sampaio, 3568 - Pres. Kennedy, Fortaleza - CE, 60355-512",Padaria,4.1,357,10.0,10.0,0 days 00:10:00,0 days 00:10:00,Pres. Kennedy,-3.728728016712,-38.57235802271
529,Padaria Trigo de Ouro,Padaria,"R. dos Cajueiros, 1537 - Manuel Dias Branco, Fortaleza - CE, 60191-665",Padaria,3.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Manuel Dias Branco,-3.757590312201,-38.469964239009
530,Padaria Pet Fortaleza,Padaria,"Rua Doutor José Lourenço, 870. Lojas 5 e 6 - Aldeota, Fortaleza - CE, 60115-280","Pet Shop Em Fortaleza, Ceará",4.9,40,45.0,45.0,0 days 00:45:00,0 days 00:45:00,Aldeota,-3.731978979768,-38.507053022509
531,Mercado e Padaria Vó Mozinha,Padaria,"R. Antônio Gomes Guimarães, 159 - Manuel Dias Branco, Fortaleza - CE, 60191-195",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Manuel Dias Branco,-3.748162694742,-38.461716245577
532,O Elias Padaria,Padaria,"Rua Professor Luíz Costa - Vicente Pinzon, Fortaleza - CE, 60175-550",Padaria,3.5,4,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Vicente Pinzon,-3.7264,-38.4789
533,Padaria Bom Preço,Padaria,"R. Socorro Gomes - Manuel Dias Branco, Fortaleza - CE, 60191-662",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Manuel Dias Branco,-3.759761732584,-38.469789773316
534,Padaria,Padaria,"R. Fenelon Bomilcar, 304 - Jardim Iracema, Fortaleza - CE, 60330-705",Padaria,4.2,22,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Jardim Iracema,-3.715922983231,-38.581237978573
535,Mercado do Café - Benfica,Padaria,"Rua Padre Francisco Pinto, 186 - Gentilândia, Fortaleza - CE, 60020-290",Padaria,4.2,3780,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Gentilândia,-3.744425016336,-38.538926969533
536,Panificadora GG,Padaria,"R. Dom Hélio Campos, 80 - Carlito Pamplona, Fortaleza - CE, 60311-630",Padaria,5.0,2,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Carlito Pamplona,-3.713875494341,-38.555749360715
537,Padaria Praia,Padaria,"R. José Mauro, 2-20 - Antonio Diogo, Fortaleza - CE, 60182-535",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Antonio Diogo,-3.760064013191,-38.44632898385
538,Pão do Jorge - Fermentação Natural por Encomenda,Padaria,"Parque del Sol - Cidade dos Funcionários, Fortaleza - CE, 60824-020",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cidade Dos Funcionários,-3.79852,-38.4995
539,DVWR Padaria de Delícias,Padaria,"R. São Crisóstomo, 100 - Cais do Porto, Fortaleza - CE, 60180-310",Confeitaria,5.0,4,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cais Do Porto,-3.710257990151,-38.469803006607
540,Padaria,Padaria,"R. Almírante Rufino, 473 - Vila União, Fortaleza - CE, 60420-075",Padaria,5.0,3,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Vila União,-3.767744015794,-38.534151966932
541,Padariaopçõeslanches,Padaria,"Av. Dos Jangadeiros, 1115 - Mucuripe, Fortaleza - CE, 60175-440",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Mucuripe,-3.727596241471,-38.479750749468
542,Mercadinho e Padaria Fortaleza,Padaria,"R. José Vilar - Meireles, Fortaleza - CE, 60125-000",Supermercado,4.5,8,15.0,15.0,0 days 00:15:00,0 days 00:15:00,Meireles,-3.728119543422,-38.502193502551
543,Padaria Vó Dedé,Padaria,"Av. Coronel Miguel Dias, 1389 - Luciano Cavalcante, Fortaleza - CE, 60810-160",Padaria,3.0,3,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Luciano Cavalcante,-3.769769694749,-38.487415586018
544,PADARIA LINA,Padaria,"R. Antônio Pompeu - Centro, Fortaleza - CE, 60040-000",Padaria,5.0,2,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.734138336966,-38.532749132101
545,Flôr do Café Confeitaria,Padaria,"R. Rodrigues Júnior, 996 - Centro, Fortaleza - CE, 60060-000",Confeitaria,4.6,176,10.0,10.0,0 days 00:10:00,0 days 00:10:00,Centro,-3.733333998236,-38.521533011702
546,Empório do Bolo - Cidade 2000,Padaria,"Av. Central, 248 - Cidade 2000, Fortaleza - CE, 60190-610",Confeitaria,4.5,130,15.0,15.0,0 days 00:15:00,0 days 00:15:00,Cidade 2000,-3.750637012418,-38.472109035809
547,Padaria do Joao,Padaria,"R. Central - Cajazeiras, Fortaleza - CE, 60000-000",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cajazeiras,-3.801751257303,-38.50965447532
548,Chiquita Bacana,Padaria,"R. Pedro Balbino, 158 - Cidade 2000, Fortaleza - CE, 60191-680",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cidade 2000,-3.757829984537,-38.468863981994
549,Praiadomorrobranco,Padaria,"Centro, Fortaleza - CE, 60050-040",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.73448,-38.5271
550,Bolos Da Flor,Padaria,"Alameda Telma, 106 - Cidade 2000, Fortaleza - CE, 60190-250",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cidade 2000,-3.751088000718,-38.470920984853
551,"Coco Bambu Coffee Break: Cafés, Padaria, Restaurante, Drive Thru, Fortaleza CE",Padaria,"R. Barão de Aracati, 1060 - Aldeota, Fortaleza - CE, 60115-081",Padaria,4.6,584,30.0,90.0,0 days 00:30:00,0 days 01:30:00,Aldeota,-3.730310017117,-38.511139032669
552,Panificadora Romana Praça do Ferreira,Padaria,"R. Barão do Rio Branco, 992 - Centro, Fortaleza - CE, 60025-903",Padaria,2.9,34,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.727108004376,-38.528430982739
553,Empório Ribeira do Porto,Padaria,"Av. Litorânea, 1000 - Sabiaguaba, Aquiraz - CE, 61700-000",Padaria,4.6,230,45.0,45.0,0 days 00:45:00,0 days 00:45:00,000,-3.82448689686,-38.419166004713
554,Mil Doçuras,Padaria,"R. Vitória da Conquista, 1453 - Manuel Dias Branco, Fortaleza - CE, 60191-670",Confeitaria,4.7,36,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Manuel Dias Branco,-3.757032991274,-38.46893103722
555,"Pasteleria ""Maju""",Padaria,"Rua Solon Pinheiro, 1015 - Centro, Fortaleza - CE, 60050-041",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.7392349838,-38.529212008477
556,Puro Amor - Doces e Salgados,Padaria,"R. Sen. Pompeu, 2764 - Loja B - Benfica, Fortaleza - CE, 60025-002",Padaria,4.0,355,10.0,10.0,0 days 00:10:00,0 days 00:10:00,Benfica,-3.742915980398,-38.534467964682
